"","restaurant_name","rating_review","review_id","title_review","review_full","date","city","author_id"
"181873","Trattoria_Dell_Arte",2,"review_108324043","Choose carefullyt","We have been to this place several times before on previous visits and liked it. We booked for 7pm but when we arrived we had to wait for our table. So did three other parties - there was a big concert on in Carnegie Hall opposite. Clearly they had badly overbooked. At least they gave us a glass of Prosecco but we had to drink it standing up, crammed in by the check-in desk. Annoying though, as if they had told us when we booked (in person) we would have accepted a later reservation - the place cleared a lot by 7.30 (though it is always busy lunch and dinner). We were finally offered, and accepted, a table upstairs in the gallery: ""It's quiter and roomier there"". It was - but lacked the downstairs buzz and was somewhat claustrophobic with a low ceiling. Moral - don't go up there! Our waiter was not so hot: made lots of silly errors (eg mains arrived before the starters had been cleared, glass of red wine for the main course forgotten, no spoons for dessert, brought an incorrect bill which he then substituted). The bar in the corner was covered in the dirty crockery fom the rush and was only cleared as we were leaving, with one of the waiters seen eating some of the leftovers! Neither the manager nor his sidekick came upstairs all the time we were there - they should, to smarten things up. As for the food, the antipasti were really good and you may do best by sticking to these and the pizzas. My scallopine of veal with marsala was fine, but my partner's veal turned out to be - though it was not so described - also a scallopine. So it was very thin, breaded with some cheese and ham, and gigantic: it was hanging over the side of the plate. There was no sauce, just some salad so it was very dry and flavourless, and monotonous to eat. It was left! We knew it was not the cheapest place for what you get, but on this evening it was a huge disappointment and definitely poor value for money. I am not saying don't go on any account because it can be fun, but do be careful where and what you eat.",2011-05-15,"New_York_City_New_York","UID_120694"
"316343","Tavern_on_the_Green",5,"review_687800993","Amazing!!","I took my daughters here for lunch after exploring Central Park for the first time. It was a perfect way to end an amazing day. The food was delicious and the staff were very friendly! They took time to talk to my daughters and ask them about their first trip to NYC. Thank you Tavern on the green for this magical experience.",2019-07-08,"New_York_City_New_York","UID_180288"
"111240","Faces_and_Names",3,"review_164909495","Cocktail Who Ha","Went to a $12 cocktail party which sounds a blast but was a bit of a wash out. We arrived and waited around for 5 mins before anyone noticed us at the bar even tho the hostess of the party saw us she didn't approach us or alert any of her other bar colleagues that we were waiting so we waited until we were finally told to go to the hostess anyhow. There was a rep from the drinks company there selling the flavoured rum and whiskey he brought and the waitress brought over cheese and olives and then in turn 3 of the 6 promised cocktails over the space of 90 minutes. After that we left underwhelmed.  For $12 it seemed OK value but the service was not attentive and they should of kept the cocktails coming- they were too spaced out.  The patrons sitting at the front on the open windows looked happy and I imagine this is a quaint place, would not rule it out to visit again, but not sold on it yet. ",2013-06-23,"New_York_City_New_York","UID_21490"
"430420","Rue_57",5,"review_578412321","Great brunch","My friend and I had a great brunch here! We ordered their omelette and French toast. The staff was extremely friendly and nice as well!",2018-05-06,"New_York_City_New_York","UID_223064"
"201159","Beauty_Essex",3,"review_227891218","Trendy ","Cute entrance through an antique store. When you first walk in, it's somewhat impressive. The food was average although the kale salad was quite good. Service was also good. A nice place to spend an evening having a couple of glasses of wine and eating ""tapas"".",2014-09-09,"New_York_City_New_York","UID_130394"
"434001","Gradisca",4,"review_177461634","Adventurous Dining, Italian Style","My wife and I have dined in this general neighborhood several times and thus walked by this restaurant on more than one occasion. Recently, on a beautiful September evening, intending to go somewhere else, we noticed an open table on their outdoor terrace and decided to give it a try. To call their menu unconventional Italian is an understatement. So, if you are looking for recognizable Italian dishes, for the most part, you will not find it here. That is a definite charm of this place, serving such unique offerings as mussels in lemon parsley sauce, lasagna made with crepes instead of noodles, bread salad, etc. It actually took us a while to decide what to eat and we didn't veer too far into the unknown. For appetizers, we chose the buffalo mozzarella with san daniele prosciutto with stewed peppers and a farro salad with sundried tomatoes, artichoke hearts and parmigiano reggiano. Both were good, except the prosciutto was a little stringy. I've had better. The farro (grain) salad was different and enjoyable. For entrees, my wife had the buffalo ricotta lemon ravioli with shrimps and egg plant and I chose the potato gnocchi with fava beans, sausage and grated pecorino. The pastas were both homemade and melt-in-your mouth delicious. For dessert, the flourless chocolate cake and panna cotta with strawberries were both good, but the portions could have been a little more generous.  Gradisca is definitely an upscale Italian restaurant with service to match. Again, certainly not your run-of-the-mill Italian eatery, but if you are looking for something adventurous, by all means give it a try.",2013-09-16,"New_York_City_New_York","UID_17759"
"88100","Jean_Georges",5,"review_324205551","Meets all highest expectations","Fabulous place. Everything from the front entrance to the last décor detail is very carefully thought of and honed to perfection. It would be very difficult to find blemishes in the quality of food, the service, and the interior. Staff is trained to work together as well and seamlessly as a symphony orchestra, with the exception of a first violin easily replacing a cello on the go, if necessary. We tried lunch tasting menu. I don't know how much different it is from conventional dinner-time set of dishes, but all was more than satisfactory. The only item on this menu that did not cause gastronomic ecstasy was turnip - but then again, it may be an matter of personal taste. Everything else was conceived, cooked, designed, arranged on the plate, and delivered to the table in the utmost impeccable way. The price was quite high, but for a restaurant of this caliber definitely not exorbitant. A year ago we shelled out two times as much for a similar dining experience at ""L'Arpege"" - another exquisite 3-Micheline stars restaurant in Paris.",2015-11-03,"New_York_City_New_York","UID_68163"
"258167","Hakkasan_New_York",4,"review_671680746","Pricey.  Vegetarian Dim Sum Platter.","This place seemed pricey even for New York City. You are definitely paying for the atmosphere (very cool and fun) and the presentation. The food was very good, but not outstanding. The cocktails and wine were expensive. A bowl of white rice to accompany your entree was $5. That said, we enjoyed our dinner here. The service was good. I especially liked the ""Vegetarian Dim Sum Platter"" appetizer - it was beautifully presented and delicious, and the server knew not to bring fish sauce as a condiment.",2019-05-05,"New_York_City_New_York","UID_155836"
"120519","Scotty_s_Diner",4,"review_441112747","Great food and reasonable prixe","Loved Scottys diner, busy but soon seated. Lovely choice of brekkie obviously a pancake stack ... quickly seen to and food arrived promptly. Fairly reasonable prices compared to come diners. Great place for brunch which will see you through until well into afternoon. Delicious",2016-11-30,"New_York_City_New_York","UID_88093"
"107957","Osteria_Morini",5,"review_246823625","Wow!","This place is amazing. I decided to go to this restaurant after seeing the owner on the travel channel. When I found out that he had a restaurant in NYC I was so excited. We had a reservation and when we arrived about 15 minutes early they seated us immediately. The staff was very helpful in helping us decide what to eat, what paired well together and suggesting a wine that would complement the meal. All of the food that we had was absolutely amazing from the cheeses, to the meats, and the entree. At the end of the meal I was full and my taste buds were doing the ""happy dance"". Great meal!",2015-01-01,"New_York_City_New_York","UID_80506"
"488210","Angelo_s_Pizza",4,"review_298021000","Good pizza - excellent service","Wanted some NYC style pizza, and a break from all that walking around! Felt welcome, not rushed, and had a great pepperoni pizza.",2015-08-11,"New_York_City_New_York","UID_134440"
"439278","Becco",2,"review_122782626","Great food served in a sardine can space.","If you want to sit on top of the people in the next table or be jostled by waiters scurrying back and forth through spaces much too narrow to accommodate them and the trays of food they are carrying, this is your place. To be fair, the food is great, but ambiance does count for something. The people at Becco have met the demand for people wanting to enjoy their food by adding rows of tables, one on top of the other - the result: a noisy, bustling space where it is difficult to carry on a normal conversation. Why????",2012-01-08,"New_York_City_New_York","UID_226024"
"397800","The_Red_Flame_Diner",4,"review_385697194","Great diner, breakfast and lunch. ","Quick service, plenty of food, continual refills off coffee and water. My teenage daughter and I loved the diner atmosphere before heading Uptown. I had an omelet with Spinach and broccoli, Multigrain toast and home fries. My daughter had a chicken wrap with honey mustard and veggies. So good!",2016-06-24,"New_York_City_New_York","UID_95382"
"147682","Pio_Pio_6",3,"review_289366542","Loud, disappointing","We enjoy Peruvian food, but not when it's accompanied by almost horrific noise - a steady, pounding, ear-splitting sound,,with no,baffling, which made conversation virtually impossible. The food, moreover, was heavy on the fried choices, no vegetarian items on the menu. And the service, while quick, was perfunctory. The place is a big chain in NYC, which may account for this disappointing experience. In fairness, the place was packed with people, and tonight,when we passed it again, it was full. More quantity over quality, it seems.",2015-07-15,"New_York_City_New_York","UID_39141"
"154434","West_Bank_Cafe",5,"review_282184949","West Bank Cafe, New York City - West 42nd Street","West Bank Cafe is a very good place for dinner before going to one of the nearby theaters. Service is always friendly and efficient, and last time we were particularly well served by Rachel S. who took a genuine interest in pleasing us. The food is well prepared and tasteful. We selected salmon and cod dishes, both of which were very good. The desserts for the most part are very rich. The decor is simple, and the hard surfaces make most of the restaurant very noisy unless you can get a table in the rear section.  ",2015-06-22,"New_York_City_New_York","UID_56771"
"115523","Clinton_St_Baking_Company_Restaurant",4,"review_227847027","Fantastic food, genuine tastes, but atmosphere and service to be improved","Second time we visit during our trips to New York. The food is amazingly good... eggs, smoked salmon are of superior quality! However service is average, the air con is by far too cold... not only can you catch a cold but the food gets cold very fast... A real pity!",2014-09-09,"New_York_City_New_York","UID_85061"
"49092","Carmine_s_Italian_Restaurant_Times_Square",5,"review_678968756","Best not before showtime - come hungry, have fun, take the cannoli","Worth every penny for overladen platters of tasty food just don't mind the noise level at peak periods before showtime. Catch a matinee, go to a museum, then get here at 815 when quiets down and send regards to the chef, he likes that. Don't tip only on the bill, be generous since the bill is low when sharing among many - best for 4 or more.",2019-06-04,"New_York_City_New_York","UID_40797"
"352528","Maria_Pia",4,"review_562474684","Surprisingly good for a touristy area","Pleasant surprise! We dined at Maria Pia yesterday before theater and loved it. Did not expect to have a good Italian meal in this very touristy area.  I had wonderful Ravioli di Zucca (butternut squash and ricotta filling) and my husband enjoyed his veal scallopini piccata with lemon sauce and capers. Accompanied by excellent Nebbiolo, these meals reminded me of Italy.  Tiramisu for dessert was light and delicious. The portions are thankful not huge, but very generous. Excellent welcoming service, great ambiance, and very tasteful simple decor.  The only complaint is that the tables are too close to each other. ",2018-02-24,"New_York_City_New_York","UID_99814"
"57506","PizzArte",4,"review_243053430","Awesome pizza!","Great pizza and everyone was friendly and helpful!  gnochi was equally delicious, the sauce perfect for bread.  Definitely will go back to try differ pizzas!",2014-12-05,"New_York_City_New_York","UID_11448"
"146578","Eleven_Madison_Park",5,"review_471736882","Best dining experience of my life","Everything you read is true and the meal is worth every penny that you will pay. It's more like 15 courses with all the small bites and additions they give you, as well as some complimentary drinks along the way. I never take pictures of my food and generally think that doing so is silly, but I took a picture of each of my plates here - they were like works of art. There are many excellent restaurants in NYC but none that match the combination of extraordinary food, service, and overall experience as EMP.",2017-03-31,"New_York_City_New_York","UID_102195"
"164202","ViceVersa",5,"review_134204836","Ideal Venue for a Small Wedding","Dan and I had been scouting our neighborhood in Hell's Kitchen to have our wedding for a couple of weeks. We were fortunate to come across ViceVersa. From our first meeting with the owners to the actual event we can't say enough about how professionally our wedding was managed. In our early conversations we could see that there was a commitment from them to make this a wonderful occassion for us and our 50 guests. They provided terrific menu ideas and were very receptive and accomodating to items we wanted to have added. Pressure off! We knew we were in excellent hands. The day of the wedding we arrived and all was set up perfectly as we had discussed. The staff throughout the night were perfect - often remembering special requests from our guests. The bartenders were top notch and as with most celebrations, provided the perfect ingredient that helps 'strangers' become friends - even though most people knew of each other already.  Dan and I had had dinner a couple of times at ViceVersa before our wedding and knew that the quality of the food, the presentation and creativity with which the food was prepared, would add up to a successful night. There was something for everyone and more. Everything from their signature pasta dish was there to their lovely little cookies to complement the beautiful wedding cake and gorgeous pastries, were all delicious. For those of you might consider a wedding ceremony at ViceVersa, just wanted to add that we had ours here and it worked out perfectly. Everyone could see and hear our vows and be a part of our special day. We felt very connected to those smiling faces and sniffles and support from our families and friends. For days after our wedding, our guests commented on what a great time they had, how much they had enjoyed the restaurant and how professional and friendly everyone at ViceVersa was.  To that we say AMEN and a heartfelt thank you to the owners - Franco and Stefano - and their staff for helping to make this such a memorable day in our lives.",2012-07-12,"New_York_City_New_York","UID_5129"
"158609","Fogo_de_Chao_Brazilian_Steakhouse",5,"review_559301913","Carnivores Delight!","If you've never experienced a Brazilian Steakhouse/Bar B Wye, you're in for a treat. When you flip your chip to the green side, be prepared to be delighted with the best cuts of beef, pork and lamb. Seasoned perfectly and cooked just so. The salad bar is well stocked with fresh fruit, vegetables, assorted cheeses and other fare. You will also be served mashed potatoes and plantain with your meal. The atmosphere is very mellow with soft Brazilian jazz playing and the background. Pair that with the friendly and attentive staff and good drinks and it is well worth a visit. This is a must visit for New Yorkers and visitors alike.  Be sure to make reservations!  Ciao",2018-02-08,"New_York_City_New_York","UID_108715"
"305037","Le_Pain_Quotidien",4,"review_307692731","Wife loved the granola for breakfast.","Wife and I visited for a light breakfast before undertaking a bicycle tour of Central Park which is very nearby. The wife had granola which she loved and I had a crossaint. We had a couple of drinks and bill was $31, which I though was a little pricey. The restaurant's location to Central Park is perfect.",2015-09-07,"New_York_City_New_York","UID_95603"
"232740","FIG_OLIVE",3,"review_442275437","Eclectic,Different, Odd,  whatever you want to call it !","Slow paced dining in a unique atmosphere with an eclectic menu. Waiter claimed to be ""Excited"" at every choice or question.  Sitting in this restaurant gave me a bit of an unsettling vibe.  The menu was hard to understand.  The service was good but a little strange and awkward. The food was good but extremely overpriced. ( Two burgers and a piece of Quiche.... $130.00 w/tip.) All was OK but not worth the price.",2016-12-05,"New_York_City_New_York","UID_137044"
"107905","Veselka",4,"review_486222719","Excellent Food !","The Food is really tasty, especially the Borscht and the Pierogis (boiled not fried). The quality of the Food was really great and tasted like at home.  The cheese used for the pierogis and dessert is really similar to the one used in Poland (Twaróg), which is really hard to find abroad. The restaurant is loud and crowded, a ""cafeteria"" atmosphere but enjoyeable.",2017-05-21,"New_York_City_New_York","UID_80475"
"327598","Amarone_NY",4,"review_235923448","Reasonable and Romantic","Amarone, at 686 9th Avenue (betw. 47th and 48th), is close to the theater district and was recommended by our hotel concierge at very short notice. At 3:00 p.m. we were able to secure a reservation for 6:00 p.m. that evening (on a Thursday.) It is a small, intimate Italian restaurant with excellent and swift service. The atmosphere was really quite lovely, and while the tables were a bit close together, it never felt noisy. There was a sidewalk component, if you wanted, but we ate inside. The menu is quite varied, with many kinds of pasta, meat and fish dishes. The prices for entrees range from $18.00 - the high $20's. We each had a salad, entree and dessert and they were all excellent. I would definitely recommend it for a delightful, moderately-priced meal. By the time we left, at 8 p.m., it was packed, so it must be popular.",2014-10-23,"New_York_City_New_York","UID_185018"
"428355","Playwright_Celtic_Pub",4,"review_212236321","Good place after a show","Had the lamb stew. And guiness. Little thought it a little odd that we had to order at the bar for food and drinks, even though there were people cleaning the tables and doing other things. But it was fast service. Friend had the cabbage and corned beef, good portions. Calamari was good too.",2014-06-26,"New_York_City_New_York","UID_119621"
"383137","Rare_Bar_Grill",3,"review_130268935","Excellent burgers","Nothing to say about the burgers. Well, I had only one and it was fantastic (the bison bbq burger). Staff were friendly and efficient, but at the same time fairly uninterested. Guests are clearly one of many (it's a big and often busy place). Not much money appears to have been spent on interior decoration. Maybe the loud music tries to hide that? Also had breakfast. Similar experience. Good food, average service. No ""proper"" coffee (the kind that comes from an espresso machine)",2012-05-20,"New_York_City_New_York","UID_122812"
"12603","Buddakan",5,"review_437945799","Second time visiting; it's that good. ","This was my second time dining at Buddakan. This time I brought my mother and a friend not first time diners. From the ambiance, to the staff, to the food, everything is on point!! It is one of my favorite NYC restaurants. I look forward to returning. ",2016-11-16,"New_York_City_New_York","UID_11675"
"26313","Del_Posto",5,"review_223070753","Awesome Dining Experience","This restaurant deserves the highest rating for all the reasons you expect in a fine dining experience. The quality of the food is exceptional and the service is without peer. If you want a great dining experience while impressing whoever you are with, this place delivers. They have pre-fixe menus of varying price ranges if you want the chef to make the choices for you but don't hesitate to have the waiter help you pick out your ala carte selections. Manhattan has so many great restaurants to dine at but this one easily should be in the top 10 of anyone's list. If you are from out of town go at least a half hour early and check out the High Line which runs along the street the restaurant is located. What a great idea for an urban park!",2014-08-19,"New_York_City_New_York","UID_23115"
"301425","John_s_of_Times_Square",4,"review_121604728","Beautiful setting for a great meal","This was our first meal in NYC because it was a block from our hotel. It has such a beautiful interior and the candle-lit tables added to the ambience. We shared a calzone and it was more than enough for the two of us. The price was right too. Definitely recommend.",2011-12-10,"New_York_City_New_York","UID_173867"
"431190","Artichoke_Basille_s_Pizza",5,"review_473470793","Best artichoke pizza ever","We were on our way to Pomme Frite when we saw a food tour stopped here for artichoke pizza. We came back and shared a slice of that pizza. The slices are huge and taste was creamy and wonderful.  Even if you aren't an artichoke fan you must try this one",2017-04-07,"New_York_City_New_York","UID_160641"
"96095","Carmine_s_Italian_Restaurant_Times_Square",5,"review_325686027","Great food for large parties","The food was great however the portions are HUGE. If you plan to go you need at least 4 people in your party. We went just before the theater show on a Thursday night and the wait for a table was 10 minutes. Service was very fast.  This is not a place for a couple’s dinner unless you plan to leave half the food on the plate or take the leftovers home with you.",2015-11-10,"New_York_City_New_York","UID_38773"
"494992","Madame_Vo",5,"review_662558823","Favorite Vietnamese","I love their pho, their summer rolls, and the cold noodles. All great. Delivery works great too. All time favorite.",2019-03-31,"New_York_City_New_York","UID_2115"
"366450","Brother_Jimmy_s_BBQ",5,"review_274624757","THE Feel good BBQ on Lexington","Fantastic! Brother Jimmy's is a cool southern sports bar themed bbq house .   Got there at 7pm on monday .. turned out to be the ""all you can eat rib tips and wings night"" .. Ha , have to try that !  You get 2 hours to dig in , and man did we ! tasted so good . The drinks are also really tasty . We were pretty blasted by the time we left .. My wife and I felt at home , even though we are Scottish , Thank you Brother!!",2015-05-26,"New_York_City_New_York","UID_110516"
"53633","Carmine_s_Italian_Restaurant_Times_Square",5,"review_635628105","Best meal of our trip.","Great atmosphere and better food. With all of the choices in NYC I would still go back to this place on my next trip to the NYC. Make sure to make a reservation.",2018-11-25,"New_York_City_New_York","UID_44262"
"246503","Friedmans",5,"review_608421485","Food was so good!","We were staying at Hotel Edison and we were so hungry from flying in from Texas that morning.We really wanted something outside of Times Square. We literally stepped out of the hotel, went right into Time Square and basically went down more than a few blocks into a complete circle back to the front of Hotel Edison and saw Friedmans. We are so happy we decided to go in. It was so hot outside and it was nice to walk into a cool restaurant with nice booth seating. Pus we had a toddler who was sleeping at the time. Crazy, we walked right by it on our venture out initially. The food was so good and the waitress was very nice. We were very happy with the service.",2018-08-20,"New_York_City_New_York","UID_150998"
"165735","The_Counter",2,"review_286410663","Bad Service","We visited late one night after remembering a previous good experience (2.5 years ago). We were seated and after approximately 20 minutes without a greeting from our server, my husband inquired whether we could order. The manager apologized and sent our server to the table. We ordered. About 15-20 later, our appetizer came out. We started eating and our server swooped in to remove the food, stating it was the wrong thing. He rushed off. When he returned with the ""correct"" item (we ordered sweet sriracha fries, the first tray was made with sweet potato fries instead of regular), they were missing green onions. When he returned again, we had finished them but I mentioned the missing topping. He stated they must have run out. When our burgers came (we ordered the special, no specifications, just as stated on the specials board) they were missing green chiles. our server angain told us they were out. The kitchen/servers need to communicate to guests when an item cannot be made as described. That way, the guest can decide whether they still want said item. The worst part: our bill had 6 individual $1 charges for sauce, toppings, etc which we did not order. They graciously took the extra charges off our bill.",2015-07-07,"New_York_City_New_York","UID_112457"
"71145","Toscana_49",5,"review_409232720","Best Dinner in NYC","My sister and I had an impromptu dinner last night after seeing Fun Home on Broadway. We didn't have reservations and were seated at a nice table although the the restaurant was fairly full. This restaurant was recommended by the concierge where we stayed around the corner. The servers were so accommodating and nice. Every last detail of the meal was delicious. Both my sister and I are bread lovers and the bread plus the dipping sauce was homemade and so yummy. We both had the arugula/pear salad and we were delighted. The ravioli with asparagus had a light sauce and was so good. We ended our meal with limoncello and lemon sorbet. This was the last night of our 5 day trip and we couldn't be more delighted with the meal that ended our fabulous trip. Great Staff, great restaurant!",2016-08-23,"New_York_City_New_York","UID_56986"
"15288","Hakata_Ippudo_NY",5,"review_175609731","Good ramen and pork bun","Good ramen and pork bun, what else is there to say? Decor is good too, I like ramen in general so this was not an insane step up and I think the queue makes you hungrier and the food tastier.",2013-09-03,"New_York_City_New_York","UID_14026"
"486963","Cafe_Europa",4,"review_314079003","Delicious and fast!!!","Had the most amazing cinnamon roll here for breakfast! Huge, warm, and under $5. It can't be beat! The rest of my party ate breakfast sandwiches, and enjoyed them all as well. I would definitely recommend this spot for a delicious and quick breakfast.",2015-09-27,"New_York_City_New_York","UID_112322"
"117342","Scotty_s_Diner",5,"review_309100597","What an awesome little diner!","We stayed in NYC at a nearby hotel for four nights. We ate at Scotty's for four different meals - and all were delicious. It's classic diner food, always served hot and fast. Not to mention they have a very friendly staff that always try to get you seated immediately. They have an awesome breakfast and great sandwiches for lunch or late night meals. ",2015-09-10,"New_York_City_New_York","UID_57044"
"370109","Caviar_Russe",5,"review_564393673","My son had a great experience","Like I remembered, delicious and great experience.  My son had a good time and enjoyed every spoonful of caviar.",2018-03-04,"New_York_City_New_York","UID_35398"
"380390","Indochine",4,"review_592727319","Dinner","Mixed feelings since I called prior to making a reservation to find out if they can accommodate an allergy and was told yes only to find out that all the chicken/beef is marinated in fish sauce so one in our party had to have a vegetarian dinner: eggplant for appetizer and mushroom/zucchini main course. Having said that these dishes were delicious. It would have been nice to have a few more choices.The manager was allergy aware but perhaps they can train the people who take reservations a bit more. The crab cakes were excellent and the spicy shrimp was okay but very very oily.",2018-07-03,"New_York_City_New_York","UID_57967"
"406382","Bryant_Park_Grill",4,"review_227115867","Pricey, but good.","I have enjoyed lunch at Bryant Park Grill 3 times in the last 2 months. I've dined outside & inside. My favorite spot was a table inside near the windows, overlooking the park & people walking past. My least favorite was seating inside under the overhang where it was quite noisy. Depending on the time of lunch, the wait can be quite long for the meal. We were told the kitchen was ""slammed"". Food was quite good & fresh. Cobb salad, fish and chips, steak frites, and lemon chicken were all enjoyed. Portions are ample. Steak Frites were ordered on two separate visits. Both times, we had to request a steak knife. Service could be more attentive. I enjoy the setting and will return.",2014-09-05,"New_York_City_New_York","UID_30300"
"474430","Vai",5,"review_185542430","what a gem","amazing restaurant findinteresting  food well prepared high energy fun placewarm charming environment very welcoming staff",2013-11-22,"New_York_City_New_York","UID_238190"
"57163","La_Grenouille",5,"review_127379084","Lovely Lunch","It is like walking into a garden--lots of pale rose reds, kinda like an impressionist painting. We had the prix fixe lunch, pasta, a fish, and dessert. It was expensive, but worth it. Service was swift, natural, and not over the top ( they did not fold my napkin when I left the table the way another upscale place did-- a plus).",2012-04-06,"New_York_City_New_York","UID_46933"
"268872","Souvlaki_Gr",1,"review_755358677","Overpriced for small portions","The pita sandwiches are very small given the price. Only 1 small piece of chicken and 2 french fries in the chicken pita. I couldn’t stop laughing. The croquettes are small and 5 pieces for $13. There are better greek restaurants in New York City that may be expensive but offer more generous portion sizes and quality for the price. I will never be returning to Souvlaki GR.",2020-05-23,"New_York_City_New_York","UID_160327"
"458120","Barbetta",5,"review_166756837","Best Gnocchetti","Barbetta has the best gnocchetti I have ever tasted. They are little, puffy potato air balls covered in a sause with pine nuts. The whole thing just melts in your mouth. If it is a beautiful day have lunch in the garden with a glass of champaigne...you will feel like you are somewhere other than NYC. We also had the Crespeli which was excellent.",2013-07-08,"New_York_City_New_York","UID_59141"
"484960","Dallas_BBQ",3,"review_416966385","Can't beat the Price at Dallas BBQ","The Food is Inconsistent when its good its great but that doesn't happen all the time at Dallas BBQ. The onion Loaf I had this time was just warm and the outside was crispy but the inside was raw. The chicken was dry but you can't beat the price at Dallas BBQ. If you go before 6:30 you can get the early bird special where you get a cup of Chicken Soup, 1/2 chicken, corn bread, and either french fries, baked potato or rice and if you hit them right it can be delicious but that isn't always the case but the price is right for sure unless you drink alcohol then the price goes up quite abit! considerable for their fancy drinks.",2016-09-10,"New_York_City_New_York","UID_78827"
"486884","Il_Mulino_New_York_Uptown",5,"review_636317576","Invited by friends for our 50 th wedding anniversary","Very good food . Although the restaurant is very noisy, somewhat dark and cramped. Service is outstanding. Although we were invited and don’t know how much the bill came to l suspect by reviewing the menu prices are very high. So we must rate very high for our friends to invite us at this place",2018-11-28,"New_York_City_New_York","UID_181408"
"138880","ABC_Kitchen",4,"review_210155488","Love the decor and the experience of ABC Kitchen","My husband and I went on a Tuesday night at 7:30, it started to get mobbed by 8:00. I noticed families with small children in shorts and then other families in dresses and suits. The atmosphere is magical and pretty. We ordered appetizers which were great, except the fried calamari, its not good. The place is a mix of all ages. Families, singles, couples, etc. You can dress up or go casual, but no holes on jeans. I did not feel a snobby atmosphere, the assistant manager is very friendly and checked on us a few times. It's just a nice place to experience, no complaints here.",2014-06-13,"New_York_City_New_York","UID_98174"
"270010","Souvlaki_Gr",5,"review_545375775","Yum!","Lunch was delicious. Took the recommendation of the waitress for our party of three.We had just the right amount of food for lunch and a great assortment.The lemon/chicken soup is delicious.  Tables were small, so it was a little crowded.",2017-12-05,"New_York_City_New_York","UID_160786"
"141978","Ess_a_Bagel",5,"review_202202671","Chocolate cream cheese a hit","Worth the wait: tried several cream cheeses but the chocolate one was the best. Just buy two bagels and buy a one ounce container of the cream cheese for $2.75: comes to less than $5.00.",2014-04-22,"New_York_City_New_York","UID_99803"
"147975","Bareburger",3,"review_345700972","Mixed review.","When I ate in the restaurant the bison burger I ordered was delicious and well cooked. The staff are friendly and the atmosphere is relaxing but upbeat. I expected good things when I ordered via seamless but I had a bad experience both times. The first time they forgot an item, the second time the burger and fries were both quite cold and the burger was sloppy looking when it arrived. I would recommend eating in the restaurant but would avoid ordering from them.",2016-02-07,"New_York_City_New_York","UID_103021"
"419774","La_Mela_Ristorante",4,"review_536597929","Little Italy experience in this nice local bar/ristorante","Five of us dropped in early on a Saturday evening for drinks and vino and were greeted with open arms. The prices and drinks/wine were good and we were treated to a man who came over and serenaded us with his guitar and voice. Lovely experience.",2017-10-28,"New_York_City_New_York","UID_21775"
"99630","The_NoMad_Restaurant",5,"review_486830145","Wonderful Brunch!","We had been to the NOMAD previously for dinner which was fantastic so we decided to try it for Brunch and were not disappointed. The setting is very elegant and refined, the service is professional and attentive and, most importantly, the food is excellent. The Brunch selections are extensive and the food is beautifully plated and delicious. There is no feeling of being rushed which made the experience a pleasure. Our only complaint is the restroom location. It's a long walk but, luckily, they have an elevator that goes to the lower level.",2017-05-23,"New_York_City_New_York","UID_1846"
"172706","Loeb_Boathouse_Central_Park",5,"review_718374377","The Best meal of our trip","Beautiful setting, great food, pleasant service, and in our favorite city and park.  We've made way too many trips to have missed this one.  Moderate pricing for a great setting.  Suggest reservations as it can be hectic.",2019-10-14,"New_York_City_New_York","UID_46981"
"130362","Buvette_Gastrotheque",5,"review_174119219","Unusual, quirky - delicious - but not for the very hungry!!","This little French restaurant in the West Village is huge fun - it's tiny with little tables tightly packed together - but the food is absolutely divine - served in weeny little portions, like dolls house food! We started with a shared plate of prosciutto and fresh figs, then had the Maine lobster pot pie (the 'pie' is about 4 inches across - served in a ramekin) and grated carrot salad with dried cranberries and pistachios. Yum! We had delicious Aperol spritzers to drink - a new experience for me - an aperitif which tastes of rhubarb. Great atmosphere and really busy - you can't book which is rather a pity - but on a warm summer night its no hardship to wait on the bench outside the restaurant watching the world go by! Lovely experience!",2013-08-26,"New_York_City_New_York","UID_93701"
"20162","Westway_Diner",4,"review_198437905","Excellent breakfast","Highly recommend if your looking for an authentic American breakfast experience. Great service & Excellent pancakes!",2014-03-23,"New_York_City_New_York","UID_18112"
"473424","The_Mercer_Kitchen",4,"review_271220626","Amazing Food","The food was amazing so was the service. We had the truffle pizza and mercer burger. It's in the middle of soho so pass by if u r in the area:",2015-05-10,"New_York_City_New_York","UID_208357"
"446411","Grimaldi_s",5,"review_216127744","Delicious pizza!","You will never guess that there is a restaurant in an old cathedral . The entrance looks like a Halloween movie, but for us it was awesome and different! Once inside the service was great and fast. I like the atmosphere because I am tired of fancy look the same restaurants. We ordered pepperoni pizza with mozzarella cheese and we loved. We like every thing about that  place. Highly recommended if you visit NY! ",2014-07-18,"New_York_City_New_York","UID_104683"
"34772","Club_A_Steakhouse",3,"review_178736561","Good steak/ lacking in atmosphere","Went here on our first night in ny. Musician playing downstairs but unfortunately we were sat upstairs. Nice place. Waiters very attentive. Owner came round a couple of times speaking to all the tables. Food was nice. We got complimentary desert which we didnt really enjoy. There was one of the top guys from tripadvisor on the next table so we chatted with him for a while. This was the best part of the meal. Pleasant but wouldnt return.",2013-09-26,"New_York_City_New_York","UID_20724"
